5|Cromer St Reserve|POINT(138.543179623778 -34.9665830616456)
5|Clifford St Reserve|POINT(138.559685883256 -34.9150271403618)
5|Creslin Terrace|POINT(138.545714359591 -34.9690228961185)
5|Dove St Reserve|POINT(138.572392905089 -34.9167543233134)
5|Kings 5 Reserve|POINT(138.563713641529 -34.9158249712317)
5|Errington St Reserve|POINT(138.548804284792 -34.9621624060684)
5|Neighbourhood House|POINT(138.566660528886 -34.9253393402082)
5|Frank Norton Reserve|POINT(138.558267910546 -34.9280519080661)
5|Helenslea Avenue|POINT(138.540855983074 -34.9320258853441)
5|Jubilee 5|POINT(138.569527849763 -34.9571724719905)
5|Kesmond Reserve|POINT(138.573335700455 -34.9460575618872)
5|5in Reserve|POINT(138.550057673565 -34.9583302841946)
5|Lyons St Reserve|POINT(138.545303867235 -34.9357056668356)
5|Lysle St Reserve|POINT(138.547293796388 -34.9269185638978)
5|Peake Gardens|POINT(138.5687355267 -34.9459226514824)
5|Rex Jones Reserve|POINT(138.560428030021 -34.9499257276851)
5|Sandringham Reserve|POINT(138.543735511157 -34.9581026116999)
5|Sherriff Street Res|POINT(138.549285207761 -34.9139192488284)
5|St Georges Avenue|POINT(138.564437751022 -34.9603369030453)
5|Urrbrae Terrace Res|POINT(138.560357320032 -34.9565491011031)
5|West Torrens Mem Gds|POINT(138.562215068379 -34.9341113486514)
5|Birdwood Terrace|POINT(138.555069299975 -34.9588674139942)
5|West side Bikeway Res|POINT(138.544759207 -34.9698079850349)
5|Thebarton Oval|POINT(138.566582052063 -34.9175759729499)
5|Thebarton Oval|POINT(138.565905535314 -34.9176480843174)
5|Riverview Drive|POINT(138.542731987882 -34.91796464568)
5|Allen Green|POINT(138.648297906449 -34.8034731796481)
5|Baden 5|POINT(138.65448686487 -34.8067069417568)
5|Baloo Street Reserve|POINT(138.641821536544 -34.8226316352398)
5|Bergan Avenue Reserve|POINT(138.648426095142 -34.8235237681008)
5|Broadstock Green|POINT(138.650271121548 -34.8176938998087)
5|Carlyle Reserve|POINT(138.626191491998 -34.8189612871897)
5|Codd Street Reserve|POINT(138.639502043361 -34.8087981505523)
5|Finniss Avenue Reserve|POINT(138.658291342388 -34.8210387454774)
5|Cordoba Avenue Reserve|POINT(138.665383750863 -34.7997320235569)
5|Kara Crescent Reserve|POINT(138.663006750231 -34.8045873394585)
5|Kelvin Road Reserve|POINT(138.643141898315 -34.8175093420975)
5|Kentish Green|POINT(138.663842736808 -34.8230031490666)
5|Kiekebusch Road Reserve|POINT(138.66743087575 -34.7932083633265)
5|Leonard Street Reserve|POINT(138.66686565218 -34.7894112260846)
5|Leyton Reserve|POINT(138.659089960845 -34.8249662278455)
5|Milligan Drive Reserve|POINT(138.664087900523 -34.8257995306235)
5|Onsley Green|POINT(138.654909952504 -34.7871690435424)
5|Para Hills Oval|POINT(138.663981352246 -34.8092258114775)
5|Prettejohn Gully East|POINT(138.65187002843 -34.8113640628994)
5|Rains Drive Reserve|POINT(138.63326284037 -34.8204616369505)
5|Seville Avenue Reserve|POINT(138.661623609697 -34.7981608919233)
5|Paddocks Sportsfield|POINT(138.645017550984 -34.8086003364144)
5|Twell Green|POINT(138.65738680627 -34.8049668454836)
5|Walkleys 5|POINT(138.653051932866 -34.8258069490679)
5|White Green|POINT(138.650865691281 -34.7914222459594)
5|Matilda Terrace|POINT(138.669277285562 -34.8166574972561)
5|Pooraka Neighbourhood|POINT(138.622725012792 -34.8238132239845)
5|Modbury North reserve|POINT(138.672684298092 -34.8243558030773)
5|Prettejohn Gully North|POINT(138.662526066214 -34.8156553442108)
5|Dingley Dell Reserve|POINT(138.595697530196 -34.8698670929975)
5|Mapleton Reserve|POINT(138.590529342704 -34.8696569955976)
5|Kilburn Community Centr|POINT(138.589922205539 -34.8639548463378)
5|Peter Mckay Reserve|POINT(138.586531645653 -34.8629556298424)
5|Jack Watkins Reserve|POINT(138.582274755897 -34.8617653176741)
5|Sunnybrae Reserve|POINT(138.580221155954 -34.8597393116534)
5|Barton Street Reserve|POINT(138.599426044377 -34.8605522587998)
5|Blair Athol Reserve|POINT(138.593492396142 -34.8582775292062)
5|Blair Athol Reserve|POINT(138.592723923349 -34.8564776726003)
5|Rushworth Reserve|POINT(138.592853110969 -34.8515879202977)
5|Enfield Community Ctr|POINT(138.608968649112 -34.8722868849555)
5|Wilkinson Common Res|POINT(138.608579559118 -34.8701982237354)
5|Betty Preston Reserve|POINT(138.607171917034 -34.8637245068791)
5|Branson Ave Reserve|POINT(138.613142427636 -34.8652417459901)
5|Somerset Reserve|POINT(138.614869707366 -34.8625540682244)
5|Coleridge Crescent Res|POINT(138.61480033946 -34.8555778721691)
5|St Albans Reserve|POINT(138.612572736745 -34.8521291656148)
5|Gepps Cross Reserve|POINT(138.607824163999 -34.845552323194)
5|L J Lewis Reserve|POINT(138.623066506449 -34.844512323238)
5|F J Garrad Reserve|POINT(138.619207213733 -34.8534598474011)
5|Duncan Fraser Reserve|POINT(138.623600981585 -34.8534970826981)
5|Francis St Reserve|POINT(138.630449939432 -34.8602672272349)
5|The Strand|POINT(138.63236080067 -34.8601210144629)
5|Greenacres Reserve|POINT(138.624150070514 -34.8686673030832)
5|Kirkby Circuit Reserve|POINT(138.623626091294 -34.8707042866795)
5|East 5way|POINT(138.633464165401 -34.8615916122901)
5|Waterford reserve|POINT(138.633133936618 -34.8627771639053)
5|Bradley Terrace|POINT(138.63063485404 -34.8634478684124)
5|Christine Reserve|POINT(138.68180646163 -34.7406227937783)
5|Honeysuckle Reserve|POINT(138.692490281611 -34.7216009625395)
5|Gloaming Reserve|POINT(138.681374791492 -34.7379948174159)
5|Grandview Reserve|POINT(138.685358932066 -34.7498525247233)
5|Henryk Reserve|POINT(138.679527214769 -34.7448926103979)
5|Highfield Drive|POINT(138.69006841013 -34.7286713760254)
5|Jo Gapper 5|POINT(138.682847982744 -34.7344786317643)
5|Michael Reserve|POINT(138.681726853828 -34.7530749510845)
5|Enford Reserve|POINT(138.671518964878 -34.7249906007608)
5|Argana 5|POINT(138.683439083184 -34.7037352778369)
5|Burdell Reserve|POINT(138.688089910243 -34.6989849162072)
5|Filsoll Crescent Res|POINT(138.696671577238 -34.694893578102)
5|St Leonards Reserve|POINT(138.690716654202 -34.6937458498254)
5|Stratton Road Reserve|POINT(138.698360363259 -34.7069526870929)
5|Burgate Street Reserve|POINT(138.671084103025 -34.7352170068927)
5|Fremont 5, Elizabeth|POINT(138.675428892034 -34.7181624624581)
5|Fremont 5, Elizabeth|POINT(138.677519635517 -34.7176936348155)
5|Grenadier Road Reserve|POINT(138.685177365479 -34.7296238720457)
5|Guenther 5|POINT(138.669913261342 -34.7331172456612)
5|Moffin Res|POINT(138.662731003372 -34.7431606319278)
5|Pipkin Reserve|POINT(138.687559414644 -34.7207307093195)
5|Spruance Oval|POINT(138.676813972929 -34.7290196754704)
5|Uley Road Rugby Club|POINT(138.703467379074 -34.694422245467)
5|Willison Reserve|POINT(138.658827468628 -34.7352107607276)
5|Stebonheath 5|POINT(138.663754238379 -34.6765724319683)
5|Aura Playground|POINT(138.67098806863 -34.6928363766432)
5|Don Hardy Reserve|POINT(138.675881989687 -34.6836248216648)
5|Pete Smith Reserve|POINT(138.660699049233 -34.6963506558879)
5|Kalara Reserve|POINT(138.665234114893 -34.6915993761821)
5|Anne Wright Res|POINT(138.664401884173 -34.6935449421551)
5|Winkfield Reserve|POINT(138.662544617323 -34.6986130447624)
5|Breamore Reserve|POINT(138.676618030603 -34.6978420261334)
5|Munno Para Bike Tk|POINT(138.697538869203 -34.6718586420802)
5|North Lakes Golf|POINT(138.679686248913 -34.6601583182561)
5|Smithfield Oval|POINT(138.692097617221 -34.6836421705524)
5|Harold Wissell Reserve|POINT(138.685152278228 -34.6862474718514)
5|Playford Waters|POINT(138.680497142849 -34.6856886489593)
5|Jessie Taylor Res|POINT(138.682934353962 -34.6741686155077)
5|Nyenna playground|POINT(138.695369478216 -34.6748586647208)
5|Agius playground|POINT(138.684537441604 -34.6710997248155)
5|Monaparah wetlands 5|POINT(138.685912469453 -34.6721286803135)
5|Andrews 5|POINT(138.671015875081 -34.6700471751443)
