2|Sandy Beach Reserve|POINT(115.95020622 -31.921836)
2|Point Reserve|POINT(115.9609911 -31.9044101)
2|Success Hill Reserve|POINT(115.95578101 -31.89628865)
2|Jubilee Reserve|POINT(115.9401637 -31.891474)
2|Ashfield Reserve|POINT(115.9364772 -31.91343349)
2|Old Perth Road &amp; James Street|POINT(115.9500197 -31.90444241)
2|Mary Crescent Reserve|POINT(115.9480897 -31.89036599)
2|Bassendean Oval 3|POINT(115.9564902 -31.90371581)
2|Apex Park, Moranbah Access Road|POINT(148.04524183 -22.01444418)
2|Lions Park, Belyando Avenue|POINT(148.04397329 -21.9993408)
2|Parella Street|POINT(148.04861593 -22.0001525)
2|Nolan Park|POINT(148.0661184 -22.00330089)
2|Binda Park|POINT(148.03688242 -22.00475579)
2|Samson Street, Spring Park|POINT(147.6281099 -22.83395213)
2|Copperfield Road, Lions Park|POINT(147.6280868 -22.83004599)
2|Drummond Street|POINT(147.6423012 -22.81719492)
2|Lime Street, Centenary Park|POINT(147.6417002 -22.8183737)
2|Capella Street|POINT(147.6410069 -22.82389777)
2|East Palmerston|POINT(145.8481593 -17.60413393)
2|Sam Brischetto Park|POINT(145.9889661 -17.52168719)
2|Fred Drew Park|POINT(145.9937873 -17.51502477)
2|Anzac Park|POINT(146.0278857 -17.52406506)
2|Jack Fossey Park|POINT(146.032367 -17.52904205)
2|Fitzgerald Park|POINT(146.0310243 -17.51981571)
2|Warrina Lakes|POINT(146.0246337 -17.51839405)
2|Callandar Park 2|POINT(146.0269338 -17.51664911)
2|Coconuts|POINT(146.0644049 -17.50743895)
2|Flying Fish Point 2|POINT(146.0762983 -17.50206605)
2|Corso|POINT(146.034905 -17.52523492)
2|Wrights Park|POINT(146.039882 -17.52870492)
2|Castor Park|POINT(146.0404424 -17.58434935)
2|Wangan Sports Ground|POINT(146.0085622 -17.57451729)
2|South Johnstone|POINT(145.9983923 -17.59462436)
2|Mena Creek Road|POINT(145.9567305 -17.65462056)
2|Japoonvale|POINT(145.9314617 -17.72507368)
2|Sharpe Park|POINT(145.962462 -17.66090163)
2|Centenary Park|POINT(146.0143938 -17.74117696)
2|Gunclub|POINT(146.0259526 -17.74778539)
2|Kurrimine Beach|POINT(146.1081736 -17.77664389)
2|Cowley Beach|POINT(146.1117339 -17.69528256)
2|Digger Creek|POINT(146.0123507 -17.79452671)
2|Returned Services League Club|POINT(146.0044798 -17.80691645)
2|Village Green|POINT(146.106737 -17.8691984)
2|Stinger Net|POINT(146.1066188 -17.871178)
2|Van Park|POINT(146.1089233 -17.86488465)
2|Clump Point 2|POINT(146.1059982 -17.85167753)
2|Cutten Street|POINT(146.099498 -17.83093616)
2|Camp Area|POINT(146.0997934 -17.82990204)
2|Marc Park|POINT(146.0922595 -17.87259629)
2|Mourilyan Harbour|POINT(146.1255684 -17.59892284)
2|Innisfail Cemetery|POINT(146.0285004 -17.52896276)
2|Pease Park 3|POINT(146.0127446 -17.52731309)
2|Alan Anderson Park|POINT(116.08273845 -32.00573662)
2|Pickering Brook|POINT(116.13176399 -32.03431628)
2|Kalamunda Bus Station|POINT(116.05710895 -31.97395651)
2|Fleming Reserve|POINT(115.9965445 -31.94469571)
2|Gooseberry Hill|POINT(116.05786734 -31.95597321)
2|Hedley Jorgensen Park|POINT(116.06496799 -31.97223654)
2|Kalamunda Library|POINT(116.06000933 -31.97119288)
2|Lesmurdie Falls|POINT(116.03372231 -31.99553312)
2|Maida Vale Reserve|POINT(116.02589133 -31.94907811)
2|Stirk Park|POINT(116.05503051 -31.96945213)
2|SKAMP Hall|POINT(116.049764 -31.99253538)
2|Town Hall Square|POINT(116.05797167 -31.97237555)
2|Riverside Road|POINT(115.7628393 -32.02925052)
2|Town Hall|POINT(115.7629389 -32.04114943)
2|Town Beach|POINT(114.1397015 -21.9453106)
2|Visitors Centre|POINT(114.1117995 -22.0190865)
2|Hunter Access|POINT(114.0837338 -21.81725104)
2|Dunes Beach|POINT(114.1095345 -21.8048725)
2|Tantabiddi Boat Ramp|POINT(113.9788262 -21.91922)
2|Frew Street|POINT(143.82137868 -27.99456434)
2|Fergies Roadhouse|POINT(143.82284626 -27.99442957)
2|Napunyah Caravan Park|POINT(143.818738 -27.99820232)
2|Torrence Parade|POINT(144.4067888 -28.99611036)
2|William Simmons Memorial Park|POINT(151.2580584 -27.87681745)
2|Bicentennial Park|POINT(151.2677834 -27.87448115)
2|Anzac Memorial Park|POINT(151.270011 -27.87502444)
2|Lions Park|POINT(151.2743574 -27.87469842)
2|Yarramalong Weir|POINT(151.504309 -27.84291851)
2|Russell Avenue|POINT(151.1933581 -27.5332355)
2|Apex Park|POINT(151.2045262 -27.53269062)
2|Short Street|POINT(152.995396 -27.98728166)
2|Jubilee Park|POINT(152.9947928 -27.9895395)
2|Selwyn Park|POINT(152.9900359 -27.98912589)
2|Darlington Park|POINT(153.0413241 -28.18623186)
2|Burgess Park|POINT(152.99585 -28.23893635)
2|Stinson Park|POINT(153.0360018 -28.28729982)
2|Tilley Park|POINT(152.8589774 -28.22161473)
2|Collins Park|POINT(152.8639323 -28.21135412)
2|Greenbank Meadows Park|POINT(153.0031428 -27.72763687)
2|Pioneer Park |POINT(152.973296 -27.90050994)
2|Paynes Bridge Park|POINT(153.0017816 -27.81913385)
2|North Tamborine Park|POINT(153.1836499 -27.92298362)
2|Tully Park|POINT(153.0108736 -27.78372921)
2|Newstead Park|POINT(153.116847 -27.72817949)
2|Doughty Park|POINT(153.1851172 -27.92814951)
2|Staffsmith Park|POINT(153.2086813 -27.92211697)
2|Rosser Park |POINT(153.1968815 -27.97299655)
2|Tamborine Memorial Grounds|POINT(153.1250571 -27.8772353)
2|Smith Park|POINT(153.1643722 -28.01761469)
2|Sharp Park|POINT(153.1890703 -28.04900123)
2|Graceleigh Park|POINT(153.1869555 -28.12535695)
2|Rosins Lookout|POINT(153.2135541 -28.10946075)
2|Bigriggan Camping Reserve|POINT(152.7777735 -28.1985516)
2|Yellow Pinch Camping Reserve|POINT(152.7475182 -28.25458044)
2|Logan Village Community Centre|POINT(153.1051244 -27.76768672)
2|Flanagan Camping Reserve|POINT(152.7652437 -28.21337191)
2|North Tamborine|POINT(153.185196 -27.92254701)
2|Mavor Park|POINT(152.9916847 -27.97381667)
2|Kooralbyn|POINT(152.8440441 -28.08623723)
2|Airport|POINT(141.6110227 -14.89779501)
2|Greenbank Community Centre|POINT(152.9831434 -27.72927597)
2|Middle Park|POINT(153.1306855 -27.87974128)
2|Everdell|POINT(152.9831959 -27.93873083)
2|Moriarty Park|POINT(153.1594418 -28.01907655)
2|Merv and Ollie Musch Park|POINT(153.1171135 -27.76355961)
2|Dapsang Drive Park|POINT(153.1937362 -27.92600588)
2|Lions Park|POINT(152.99321878 -27.99199863)
2|Junior Chamber Park|POINT(153.0183437 -27.99478787)
2|Rathdowney Memorial Grounds|POINT(152.8642119 -28.21210377)
2|Brushwood Park|POINT(152.9787581 -27.85941724)
2|Rotary Park|POINT(153.0232491 -27.83030679)
2|Mount Tamborine Botanic Gardens|POINT(153.2035672 -27.9154251)
2|Dick Westermann Park|POINT(152.9945477 -27.96867291)
2|Argyle Road Park|POINT(152.9626232 -27.72803112)
2|Thorndon Park|POINT(138.6899417 -34.87507079)
2|Jenkins Avenue Reserve|POINT(138.6854855 -34.8955965)
2|The Gums Reserve|POINT(138.6649328 -34.90790107)
2|Lovell Reserve|POINT(138.7039165 -34.8683735)
2|Fox Field Oval|POINT(138.7012645 -34.8809835)
2|Shirley Avenue Reserve|POINT(138.6642603 -34.89767227)
2|Max Amber Sports Field|POINT(138.6930624 -34.86938285)
2|Etheridge Shire Hall|POINT(143.5496957 -18.29279177)
2|Heritage Park|POINT(143.5477345 -18.29188807)
2|Einasleigh Public 2|POINT(144.0938149 -18.51193658)
2|Doug Talbot Park Ablutions|POINT(117.7946966 -22.69426008)
2|Lions Park|POINT(117.7922808 -22.68820954)
2|Clem Thompson Memorial Oval|POINT(117.7986638 -22.6945925)
2|Tjiluna Oval|POINT(117.7964253 -22.69649856)
2|Area W Oval|POINT(117.7817311 -22.68202608)
2|Shopping Centre|POINT(117.671459 -23.20013251)
2|Peter Sutherland Oval|POINT(117.6699297 -23.19729563)
2|Churchill Street|POINT(118.3945161 -32.0655575)
2|Apex Park|POINT(118.39591 -32.06407649)
2|Chinatown|POINT(122.2428275 -17.95478523)
2|Town Beach|POINT(122.2351442 -17.97137163)
2|Cable Beach|POINT(122.2107098 -17.92959276)
2|Gantheaume Point|POINT(122.1819132 -17.97451939)
2|Adventure Bay Foreshore|POINT(147.33477532 -43.36687182)
2|Alonnah Service Centre|POINT(147.2434066 -43.31649985)
2|Blackmans Bay Foreshore|POINT(147.325398 -43.00249645)
2|Browns River|POINT(147.3283973 -42.97649622)
2|Coningham Beach|POINT(147.2854004 -43.07949752)
2|Dennes Point|POINT(147.34982194 -43.06827702)
2|Dru Point Reserve|POINT(147.2773993 -43.02649722)
2|Ferguson Road|POINT(147.3293992 -43.05749682)
2|Gordon Oval|POINT(147.2424053 -43.26149944)
