3||POINT(141.179169906427 -27.8271070266879)
3||POINT(141.220315102503 -27.7271716520638)
3||POINT(141.230249092511 -28.1990901348245)
3||POINT(141.250948123961 -27.8016114671591)
3||POINT(141.251955146356 -27.8015607150136)
3||POINT(141.251976793587 -27.8020541082656)
3||POINT(141.254744224276 -27.7867883244169)
3||POINT(141.258117876965 -27.9958292621354)
3||POINT(141.258797390789 -27.9940668556071)
3||POINT(141.26084027962 -27.6938956972298)
3||POINT(141.261052192232 -28.1645783767532)
3||POINT(141.265626825799 -27.7758744568848)
3||POINT(141.2657679203 -27.7805187186282)
3||POINT(141.269820103548 -27.8959661822254)
3||POINT(141.274079649153 -27.7751706485021)
3||POINT(141.274130066168 -27.7746503982921)
3||POINT(141.274351457528 -27.7752621720887)
3||POINT(141.276308428381 -27.9135364967875)
3||POINT(141.277314569215 -27.9124771368262)
3||POINT(141.277383627097 -27.9543953352576)
3||POINT(141.2813098652 -27.8854936192563)
3||POINT(141.281688198602 -27.8222690386999)
3||POINT(141.281696017021 -27.8858278587635)
3||POINT(141.28179439818 -27.8848028968216)
3||POINT(141.281802407087 -27.8848546877223)
3||POINT(141.282080949584 -27.8872423679081)
3||POINT(141.282948589919 -27.8212500860327)
3||POINT(141.284764713596 -27.9141718231597)
3||POINT(141.285229408943 -27.8974751833545)
3||POINT(141.287476892486 -27.887429965015)
3||POINT(141.28810469084 -27.9042504418876)
3||POINT(141.289046501962 -27.8645310984096)
3||POINT(141.291594406168 -27.8980305624262)
3||POINT(141.292022461732 -27.8151038724326)
3||POINT(141.292256777468 -27.8659678832987)
3||POINT(141.295253257283 -27.8444833237346)
3||POINT(141.295716288405 -27.8540875453012)
3||POINT(141.296359075963 -27.8894234913501)
3||POINT(141.296419000355 -27.8761715147241)
3||POINT(141.297438519889 -27.8623556045231)
3||POINT(141.298863117403 -27.8588258735548)
3||POINT(141.299044468807 -27.8807387315869)
3||POINT(141.299677834892 -27.8443345222441)
3||POINT(141.300607487354 -27.928209634022)
3||POINT(141.30063411018 -27.9281691416372)
3||POINT(141.302588049873 -27.9345235844997)
3||POINT(141.304275371548 -27.9508180491365)
3||POINT(141.304343500677 -27.8672203056902)
3||POINT(141.304845730626 -27.8674268746237)
3||POINT(141.305158324783 -27.8855984966356)
3||POINT(141.308325320339 -28.0038169339649)
3||POINT(141.308759186573 -27.8913830663692)
3||POINT(141.308800804472 -27.8957742526064)
3||POINT(141.308861077395 -27.8913876217167)
3||POINT(141.308884496825 -27.9472556364614)
3||POINT(141.30938273629 -28.0024421585139)
3||POINT(141.313015756578 -27.9286447297432)
3||POINT(141.313272548048 -27.8816067152166)
3||POINT(141.313918440067 -27.9358861589478)
3||POINT(141.314136762566 -27.9457613208372)
3||POINT(141.314852269026 -27.9359597507376)
3||POINT(141.315589548856 -27.9426374470833)
3||POINT(141.316899767546 -27.9193154133086)
3||POINT(141.317817826308 -27.9465324005198)
3||POINT(141.318061273004 -27.9974847496959)
3||POINT(141.321428723296 -27.9439427379844)
3||POINT(141.321454550607 -27.943606389425)
3||POINT(141.325319844343 -27.9972102743927)
3||POINT(141.325824523614 -27.9039053145584)
3||POINT(141.326932835113 -28.0135126770525)
3||POINT(141.328121689244 -27.9092278866216)
3||POINT(141.328196109995 -27.9856221520798)
3||POINT(141.330266693938 -27.9146191933206)
3||POINT(141.331321167687 -27.8821959525315)
3||POINT(141.336569084373 -27.9198662485848)
3||POINT(141.337414785753 -27.9911457661251)
3||POINT(141.338779854623 -27.8408174210484)
3||POINT(141.339244363788 -27.990521402065)
3||POINT(141.341200222076 -27.8441034475491)
3||POINT(141.34205934919 -27.8417259703141)
3||POINT(141.347440099396 -28.1348812211469)
3||POINT(141.348990583348 -27.8416619547637)
3||POINT(141.349659377201 -28.0073206770572)
3||POINT(141.350091109939 -28.0797595930523)
3||POINT(141.350939756736 -27.8549263951991)
3||POINT(141.35096228705 -27.8800408012035)
3||POINT(141.351064180777 -27.854708382201)
3||POINT(141.351600309233 -28.0381247907681)
3||POINT(141.352909091371 -27.8522039579978)
3||POINT(141.353167565302 -28.0038707020557)
3||POINT(141.353509081232 -27.9576133524366)
3||POINT(141.354521380352 -27.9626781579783)
3||POINT(141.356061654206 -27.8710520228289)
3||POINT(141.356498227828 -27.8711773431708)
3||POINT(141.356607836154 -28.0923402583154)
3||POINT(141.357247447337 -28.0925234310173)
3||POINT(141.357302606499 -27.9912727927406)
3||POINT(141.357713785232 -27.7349721985901)
3||POINT(141.357938840021 -27.7353075531425)
3||POINT(141.357953793143 -28.0914422611159)
3||POINT(141.359913886644 -28.0433257557201)
3||POINT(141.360183247587 -27.8467855311063)
3||POINT(141.360360680205 -28.0229396428415)
3||POINT(141.360887438762 -28.0823627604332)
3||POINT(141.361112956484 -27.9941499657093)
3||POINT(141.362404648804 -28.0723983075957)
3||POINT(141.363402848709 -27.7794190215493)
3||POINT(141.365874373772 -27.7799775069583)
3||POINT(141.366157654648 -27.7794197837637)
3||POINT(141.366366080701 -27.7806516829728)
3||POINT(141.367282305197 -28.0194331195822)
3||POINT(141.367631024702 -27.9494019461794)
3||POINT(141.368376041573 -27.9697431345206)
3||POINT(141.369644093853 -27.9813894319172)
3||POINT(141.371074505357 -28.0891336757291)
3||POINT(141.37171854927 -27.9707530224583)
3||POINT(141.372023904459 -27.9750314046386)
3||POINT(141.373030323075 -27.9897570999516)
3||POINT(141.37420946835 -27.9601761762106)
3||POINT(141.374239228415 -27.8953549782748)
3||POINT(141.374476533534 -27.9960729081238)
3||POINT(141.375164904881 -27.8736838556116)
3||POINT(141.375974266418 -27.8944481586628)
3||POINT(141.377632357823 -27.8792207706428)
3||POINT(141.377769609945 -27.8740397512276)
3||POINT(141.377777663452 -27.8733186802563)
3||POINT(141.379980754884 -27.9402356793655)
3||POINT(141.380448185024 -27.9395593767612)
3||POINT(141.381124353528 -27.9792785669996)
3||POINT(141.381436182661 -27.8921879720568)
3||POINT(141.38173423919 -27.8926552995582)
3||POINT(141.381749800224 -27.9146355336362)
3||POINT(141.381875223096 -27.8795165839755)
3||POINT(141.381877112932 -27.8789327191251)
3||POINT(141.38215074702 -27.9273550720055)
3||POINT(141.382279304521 -27.878887289476)
3||POINT(141.382638222034 -27.9885158900349)
3||POINT(141.383187832653 -27.9000025213029)
